document_id,clean_text,sentiment
1487,this movie was amazing  one of marvel's best  i love when marvel makes an action packed movie  yet contains an important message about family and overcoming grief  i'm not sure if this is the best for children  as the ending  and the incessant sight of death may be a little much for young fans  additionally  the editing and cinematography are by far the best i've ever seen in a marvel film ,Positive
1488,i admit the script was pretty cheesy and basic but everything else was quite brilliant & beautiful  this is coming from a marvel fan  the action and scenery made the movie  not sure how awkwafina was invited to join team in the end  she doesn't have any skills or does she?,Positive
1489,from the beginning i was fooled believing it would be a cliche origin story but completely shattered my expectations by the end  this movie is extremely fun and will leave you stunned by the end  the choreography of the fighting was flawless and give no disappointing action scenes  there aren't any groundbreaking performances especially by the lead  this doesn't take anything away from the film though and i am confident he will improve and become more comfortable  don't leave during the credits!absolutely needs to be seen in theaters! great movie ,Positive
1490,went to the theater for michelle yeoh and tony leung  but wowed by simu liu  a rising martial art star with different outlook  awkwafina is funny  pleasantly surprised to see ronny chieng!love the visual and music  like the plot  and will wait for a sequel not walking away with a lot of deep thoughts etc  but enjoyed the movie ,Positive
1491,the vibe of the film is just so nice and i don't know why  action scenes were great especially the martial arts  good villain  you understand why he does those bad things  there is also humor in the film but it always stops at the right moment  so yeah it's a lot better than black widow ,Positive
1492,this movie is not for everyone i would like to preface this by saying that i was really thrilled to have an asian superhero on the big screen  the trailers looked fantastic and i was hoping marvel/disney could supplement the visuals and fight choreographies with a good storyline well set into the preexisting mcu unfortunately  i was a bit disappointed the visuals are stunning as expected  the fight scenes are great too  but the story is a mixed bag it starts off as a family drama between shang chi  his father and his sister  that would all be good and indeed it was  i really enjoyed the first half or so of the movie  even despite the main villain (or supposedly the main one at that point in the story) being a bit bland in my opinion  certainly for a 1000 year old conqueror and mastermind wielding incredibly powerful artifacts of unknown origin (sidenote: the rings turn out to not do much beside being hurled at enemies like projectiles with cool light effects; in other words their powers are really not explored or represented well at all) the second half (when they discover the mystical village) is when things go absolutely bonkers  if the story kept revolving around the family of the protagonist  it would be all good  but for whatever reason someone decided to throw a complete oddball into the movie in a form of soul eating demons (?) which  without much explanation or backstory (the only thing we know about them is that they exist)  instantly assume the role of the main bad against whom everyone (including the previous main villain and his henchmen) must fight  at this point i was just sitting there amazed by the visuals and absolutely confused by what was actually happening as i wasn't sure if the main fight was shang chi against his dad  shang chi against the soul eating demon  the great protector dragon against the demon  shang chi  his sister and his friend katy against the demon   you get the point the camoes of other mcu characters also felt forced  wong was fighting abomination  sure  but why? we never find out and it's hinted that they are actually pals  does that mean secretary ross just occasionally misplaces abomination for friendly sparring with a sorcerer then? captain marvel and bruce banner also appear  briefly examining the rings which apparently have some kind of a beacon in them  again  completely out of nowhere but perhaps a promise for the next movie where we might actually find our what the hell is going on with these things (which again seem only as a collection of cool deadly mini frisbees in the movie) am i glad that i went to watch it in a cinema? yes  do i think the character has a lot of potential for the future movies? absolutely  but as of right now  shang chi has been one of the most underwhelming introductions of a new superhero within the mcu to date ,Positive
1493,i would give 9/10 for it if they were fully speaking chinese   i am eastern european   can we stop making every movie in english and just use foreign language where it can work   i don't wanna watch naci speaking english   or russians speaking english   it takes the beauty of cinema ,Negative
1494,this film contains everything you hope for in a marvel movie  acting  direction  cinematography  music everything has perfectly blended in this film  martial arts action sequences with magical mythical creatures and comedic sequences and family sentiments  it is a complete package  it has created a new look to marvel from other movies  and it is one of the best marvel movies  definitely marvel phase 4 movies are gonna be lit  and this movie has done a great job in introducing it ,Positive
1495,i dont enjoy marvel movies anymore but this plot was enjoyable since it wasnt as predictable ,Positive
1496,the guy that played gandi  now deminished to a mearly clown  i thought these marvel movies where supposed to be for teenagers and young adults  but i realize that it's just for little kids    it's all too forced the empty story   ,Negative
1497,"in terms of history  i think it has the essence of each marvel movie that is to leave with more questions than answers  of course  of course they are the origin of the rings   the awesome post credits scenes leave the window open to a possible sequel as well  from the character's entrance to ""the avengers"" i think this movie shows that the mcu is being renewed in this new phase and that it brings us many surprises  the scene where abomination and wong appear are incredible! the special effects are crazy  each marvel movie is improving in terms of visual effects ",Positive
1498,i love shangchi becasue the story is good also the fighting  very recommended to watch   🙂👍,Positive
1499,all movies mixed and made   a king with one super ring that controls nine rings given to nine kings: lord of the ringsa king loves a tribal princess; of the two offsprings  one flees away from home and buildsa fort on her own wish: frozen 2trained thoroughly in martial arts in a building on a hill: kung fu pandaall dragons carrying fish and feeding the alpha lying in a dungeon of a hill adjacent to water: how to train your dragon ,Positive
1500,i really wanted to love this  and it had some great elements  especially in the front half of the movie  some excellent characters with great interactions and genuine laugh out loud moments but eventually it morphed into a predictable and very underwhelming story  i was really hoping for a clever twist or unexpected plot element but was letdown and came away a bit disappointed looooots of various martial art styled fight scenes  so if you like that you'll love the movie ,Positive
1501,i enjoyed watching it   didnt expect that but i really liked it   and the fighting scenes were awesome   great movie   lots of martial arts which i love so im giving 10/10 ,Positive
1502,it was my first movie in theaters after endgame and i should say it was a bang  it has the best balance in fun and as well as adventures  its the best start of a new phase  i loved it i saw it on 8ts 1st day of screening and i can properly say it that marvel was the only one expected by us to take us to theaters and they proof it by this movie  its a must watch in theaters thanks ,Positive
1503,great origins story welcoming into the mcu  this movie is a hit!shang chi has an awesome blend of story telling  action and adventure and brilliant visual effects  characters are very likable and this movie will make you laugh and make you feel just the right amount do yourself a favor and don't listen to the bad reviews  just go see it ,Positive
1504,i convinced my friend to go see this tonight based on the high score and positive reviews  but the movie turned out to be a real let down extremely predictable  no suprises whatsoever  the jokes never really landed for me and most the characters invovlved were there soly for comic relief  hocus pocus jackie chan martial arts scenes that has no anchoring in reality main antagonists motives were very unclear  did he simply go mad after 1000 years of sanity? and main character learned how to use the rings better than his father after 10 seconds  what the actual? very unlikable side characters introduced  what were the studio thinking going into this?very obvvious that they cramed in the monster fight at the end just to have visual spectable  disney animals everywhere  this is without a doubt the most goofy marvel movie as of yet visual team did a great job though with the cgi  therefore 4/10 ,Positive
1505,appreciate the character played by tony leung chiu wai of xu wenwu  his acting  charm and charisma was so brilliant that even though he was the villain  he empowered it with his acting skills the movie has exceptional choreographed action choreography that we have not witnessed since captain america: winter soldier  great sequences of martial craftsmanship ,Positive
1506,"great balance of action and story line  well acted by the cast too  i hope this character will fit in well with the marvel movies  jokes were nicely timed
and not over done  recommend watching ",Positive
1507,tony leung i will no longer be a minor in a few months :),Positive
1508,"this was my initial first thoughts before entering the cinemas  ""am i going to enjoy it? will it be filled with cgi crap?"" well yes  but no  it was so beautifully done  that it made me saw wow at the end  this is something that you would wanna see in the theaters  it was so beautiful i even got posters for free of the movie to remind me of it  it's a movie you don't want to miss  seriously!",Positive
1509,despite my high expectations  this movie was still better than i thought it would be  the post credit scene blew my mind and the cgi effects are top notch  woul recommend everyone to watch it❗❗❗,Positive
1510,clearly only people working for the film have rated it high   trust me don't wast your time or money  its 2hrs ill never get back   acting was terrible  only decent thing about the film was the special effects    ,Negative
1511,1st off people expect too much these days and dont know how to have a good time  this marvel movie just beat avengers to me  just saying i loved the bus fight!,Positive
1512,best action and sci fi movie ever  pliz go and watch this movie  it's one of the finest movie of marvel  marvel do good job ,Positive
1513,u don't think people are ready to watch chinese tradtional fight from marvel also main story was weak otherwise plot was expected and boried also i was very excited to see new marvel movie put its looks like they are goinf done and the glory time is done another dissapointed after black wideo ,Positive
1514,not the best but not the worst marvel movie  somewhat forgettable  but still enjoyable  the humor helped ,Neutral
1515,i went into this hoping for fresh ideas but with low expectations and boy was i surprised  this film was amazing! the casting  script  acting and everything else in between  marvel really smashed this ,Positive
1516,the movie's cgi and action sequences were top tier  but the story and writing  the most important parts of a film  were predictable and simplistic character motives were shallow and stereotypical and i was not emotionally invested in the family or any individual character  once you understand that the movie is about family  which you can pick up right away  the plot  conflicts  and resolution are entirely predictable the movie had its classic marvel funny moments (diffusing tense moments with surprising humor)  but i cringed in plenty of scenes too  this movie had a poor ending with little emotional catharsis  the ultimate conflict was resolved with cgi  magic  and deus ex machinas  like the average action blockbuster  which might have been acceptable if it had emotional depth or moral complexity  but it didn't overall  the movie was a typical superhero film about family bonds with kung fu and dragons  as much as i love the chinese representation  as i am chinese  the movie itself was disappointing ,Positive
1517,the movie provides an excellent experience for the whole family  one of the best  if not the best  origin stories in the mcu  amazing cameos and mind blowing action  this one is for any die hard marvel lover or action seeker  the actors produced some of the best on screen performances we have ever seen in an mcu movie  keep up the excellent work exciting times head for the super hero movie lovers ,Positive
1518,i think shanchi was perfect for the film and he deserves a great score  i saw the film and it was wonderful  i suggest you to see that there are excellent and perfect actors in the film ,Positive
1519,what can i say  marvel + mythology is almost always good  and the fight choreo is perfection  good characters  well paced  with good sets and a great premise ,Positive
1520,"tbh i m not really into the marvel's  but this one looked really good and fresh  so i had high expectations but was also ready to be disappointed as  well  it's a marvel but  omg  it was way better than i imagined !real and very well choregraphed fight scenes where not everything blows up  badass women who are not shown as inferior and  thank god  are not sexualised  dilema ""the bad guy is a bad guy ?""  good humour (thank you awkwafina !)  respect of the asian culture (at least not huge mistake and direct disrespect but i m not an expert) and good ending where the spectator is satisfied but it still let the possibily to other stories so  yeah  great movie !",Positive
1521,if you want cgi and epic fight scenes this movie is for you but if want anything else you will be disappointed ,Negative
1522,very great choreography  every fight tells a great story and the movie grabs your attention and doesn't let go  only reason that this isn't 5 stars is that the final act did what black panther did  became too superheroy and got distracted by cgi battles rather than getting into a great family battle between father and son  still other than that the movie was fantastic and more people need to go see and support this film!,Positive
1523,the fight scenes were passable but the plot was incoherent nonsense  the dialogue was hammy and clichéd throughout  the whole thing was a naked  cynical cash grab pandering to the chinese market and nothing more than that ,Negative
1524,this is making the future of the mcu look even greater than it is ,Positive
1525,watch this in theaters! it was a great storyline with well developed characters  the entire cast was fantastic and it had moments of humor and seriousness seamlessly blended in! loved seeing an asian superhero who rocked it!! he was brilliant ,Positive
1526,this movie supplied everything needed to be a great movie  beautiful culture  great storyline  incredible choreography  and straight up bad ass fight scenes  overall great movie  and must watch  finally a well written movie comes out!,Positive
1527,wow  what a stunningly beautiful movie  incredible fight scenes  beautiful cinematography  amazing story and villain  loved every minute of it  marvel has done it again!,Positive
1528,to be honest i wasn't much interested to watch this movie even as a marvel fan  but my friends forced me to watch it and now i am guilty    what was i thinking to be not interested in such a masterpiece?? even the 1 star reviewers liked this movie they just dont want to admit it ( in my opinion)  my advice for the poeple who are going to watch it is please make sure that the first time you watch this movie should be in theatres its just a whole different experience ,Positive
1529,shades of crouching tiger hidden dragon in the fight scenes  beautiful cinematography!but c'mon aquafina is cringy! please no more  i was hoping she would get sucked up by the soil sucker demons   ,Positive
1530,this movie is really good and not quit as expected  as a marvel fan  i was afraid it would end up like black widow  but it was way better  there is a good upgrade in marvel villains compared to other solo movies  it has the marvel solo hero movie formula with marvel regular comedy which was a good hit in some points and disastrous in others  the background music is fantastic  a mix between modern and classic chinese melodies  the acting was between ok and very good  the worst thing about this movie is the cgi especially at the last third of the movie  the world they established was wonderful but i feel like some details about some characters were vague especially regarding the mom  at the end  it is a good marvel solo movie and a quit upgrade regarding other marvel solo movies ,Positive
1531,"love everything the visuals nature  action  acting everything on point
best superhero movie of the year he'll yes
new fav avenger shang chi ",Positive
1532,a refreshing return to theatre going normalcy! the movie feels different from the previous marvel movies and while i had low to no expectations from this movie  i was iron man'ed into falling in love with this movie and the character that ai formerly knew little about  the action was awesome the visuals both practical and cg were awesome and the story wasn't over complicated or too simple  saw it with friends and we enjoyed it start to finish  simu liu and awkwafina have great chemistry and tony leung chiu wai is very relatable and relatable as a villain and person  over all i love the movie the most for feeling both down to earth and human while also being full marvel wonder  like iron man  the way it opens a wide and beautiful future for marvel leaves me optimistic and excited ,Positive
1533,amazing personality  amazing personality  amazing personality  character is not very funny  i love the character  i love marvel and the heroes  thanks marvel ,Positive
1534,this new marvel movie is so outstanding post credit scene is mind blowing  i am shocked  i waiting next part of shangchi movie no spoilers anyone request go and watch inthis new movie marvel universe ,Positive
1535,good cg that's all  as a chinese  i dislike this moive not beacuse any stupid political or racial reason just because the film script is too old fashioned  too boring too illogical ,Negative
1536,a tough film to watch  struggled to keep my attention throughout the entirety of the film  the marvel movie formula did not translate this movie well no amount of cgi effects could save this movie from the dull plot with any luck this movie will not have any continuing role in the marvel franchise worst marvel movie so far? i think so ,Negative
1537,awesome movie    to be honest one of the best marvel solo films everrr    ,Positive
1538,good in certain moments  and those moments were very few ,Positive
1539,i watched the movie in real 3d  the 3d part was wonderful  but that's where the wonder ends  the storyline was  well there was no storyline  there was no depth to the characters  2 hours into the movie i was hoping that it would just be over already  very disappointing movie ,Positive
1540,mcu aside  this movie stands alone as an epic masterpiece on its own! the fight scenes were visually stunning  great acting  great story highly reccomend!,Positive
1541,"its was great  finally after so long we got to experience good origins story  i know kevin feige will nailed it even after lot of people thought its gonna flop the movie is like a mixture between western and eastern culture afterall the protagonist is an asian living in american the raw choreography is the best in the mcu  better than winter soldier  the cgi fights is not bad but i think they should do more of the raw realistic fight scene more because its the most appealing part of the movie tony leung is so charismatic even if he is a villain  i can feel sympathetic to his character  the new mythology is cool  the fantastic beast is awesome too
i hope we can see a sequels ",Positive
1542,the cinematography in thsi film is absolutely amazing   filled with beautiful landscapes and animals  the dragon fight seen was beautifully done and idk how the average rating isn't higher to be honest the film was amazing ,Positive
1543,the marvel studios once again makes a movie that uses jokes instead of making a good character development ,Positive
1544,overall it was a pretty bland movie  the plot was uninteresting and boring  there's not as many fight scenes as you'd think  most of the characters didn't have a lot of personality  and shang's girlfriend was incredibly annoying it had it's moments though  there's a certain character that brought some fun scenes to the film it's definitely one of the lower tier marvel movies  but it was still worth watching ,Positive
1545,"shang chi will likely be heralded as the ""chinese black panther "" but in truth  this is the film black panther wants to be when it grows up  easily top 5 in the mcu  and probably competes with guardians of the galaxy for my favorite of the bunch there are several nods to the wider universe  and if you're a die hard fan  they'll be quite rewarding  but they never distract from this mostly self contained story this movie is at times seriously  laugh out loud funny  but it never falls into the trap of allowing humor to undermine its emotional moments  ben kingsley and awkwafina give particularly standout performances  and if the latter's  shall we say  overt comedic style can get grating for you  know that not only does she deliver it in small doses  but she also has some surprisingly heartfelt moments  too perhaps the most spectacular feature of this movie is its stuntwork  there are multiple incredibly long  exceedingly well choreogrphed fight scenes  there are some which are the most creative  crazy  acrobatic fights since jackie chan's glory days in hong kong cinema  others take clear inspiration from the dance like wirework of wuxia films like crouching tiger  hidden dragon  even borrowing one of its lead actors for one of them  throughout  the camerawork is clear  without the rapid fire cutting that pervades much of hollywood  the cinematography at times takes wide angles to really showcase  rather than mask  its stunt performers  at other times  the cameraman is treated as another performer  right in the heart of the acrobatic choreography while the the practical stunts will get lots of attention  the visual effects are just as beautiful  taking full advantage of the blockbuster budget  there are elemental effects that prove that a live action avatar: the last airbender movie could work  there are creatures that range from cute  cuddly animals to monsters that would make kaiju films jealous  this movie even pulls off the difficult trick of making energy based sci fi weapons seem raw and visceral in the center of all this spectacle is a surprisingly resonant personal story about a broken family  tony leung gives an incredible performance  making a millenia old  super powered warlord not just sympathetic  but even relatable  the titular character embodies one of the film's central themes of bringing together aspects of disparate influences to forge a unique identity  the other lead has a similar story  but hers is arguably even more compelling all in all  shang chi is a film that does just about everything right  and it does so while bringing its own fresh take  not just to the mcu  but to hollywood filmmaking in general  they really knocked it out of the park with this one ",Positive
1546,the action definitely carried this movie  the fight scenes are great  but the writing is a bit weak and the final fight (between the monsters) was kind of boring  overall it's good fun and the best piece of marvel entertainment since endgame ,Positive
1547,bad acting  boring story and incredibly cheesy  i didn't bother watching it all  the random woman that's in it throughout is purely irritating  honestly don't waste your time and don't trust its 7 star rating  i'd rather watch banana man  complete rubish ,Negative
1548,"this movie is so goddamn frustrating  sometimes it's great and then it just goes down the predictable hole and then it just gets worse and worse just wow the acting was meh for the most part  nothing crazy  gets the job done but wow tony leung knocked it out of the park  i didn't know him before and as soon as i saw him i felt something different and sure enough i was right  he was the best part of the film without a doubt  great villain  10/10 probably the second best villain in the mcu right after thanos  if not just as good  then (minor spoilers ahead) the film decided to throw him out and go for cgi monsters  the cgi in this film is good when showing small cool looking magic effects but the fight scenes and stuff were so bad  i remember seeing this smoke near the end near shang chi that was so bad it felt like it came out of a b grade indian film that used a free vfx pack  disappointingly bad cgi  the final villain was disappointing  i just can not feel for a villain that can't even talk let alone have a good past  it's just a monster that wants to kill everyone  could've just watched godzilla and had more fun  this film could've been special  but no it just makes itself much worse than it needs to  the protagonist sucks  i did not like him (or the villain was so good that i could care less about the protagonist)  his sister was sort of cool but they could've done her better and actually made her cool  she's just the ""female empowerment"" character  a forced character with forced scenes and don't get me started on the comedic friend  she's horrible  ruined the film for me even more  her jokes are bad  her voice is annoying and she gets together with the hero in the end  wow what a surprise! if they made the film just about the father i'd have given it a 10 because it was that good  sometimes it feels like 2 different people wrote this  one wrote the father's part and the other wrote the main storyline  the humor is 5/10  hits sometimes and sometimes i cringed  just no  ben kingsley's parts were a joy to watch  even as a comedic character here he commands the scene  he's just too good the soundtrack was also frustrating  the score itself was pretty damn good  it's clear that when given the tools that the composer is used to  they will make something great but wow were the electronic themes bad  some fight scenes had edm scores and they were horrible  and the songs just wow  they were horrible  they just don't hit the same  mixed poorly (not that strong sub basses) and just overall not as cool as quentin tarantino's or even martin scorsese's ones the fight scenes are also like the film  frustrating  cgi parts are horrible and some shots had such weird lighting that it was hard to focus because the light behind was like a neon light/from a board and had weird colors and like the shots just weren't good enough  the fighting that was done by the mother was pretty cool and the fighting with the masked guy was pretty cool too  the one which happened in the building  the choreography was nice the girlfriend becoming an archer was expected and it just destroyed me  it was so bad  she's supposed to be no good at life and then now she's a master archer? they trained for what  2 days at best and shang chi is a master at martial arts or something?i'm just complaining about this film this much because the villain was just ruined by this film  he was just too good and this film did not do him justice  i hate this film but can't truly hate it because of the villain ",Positive
1549,really nice concept with great direction  teams work & vfx  i really enjoy the movie 🤗,Positive
1550,the film was good but the final fight dragged on and the build up to the fight was too long and i got bored of the martial arts like an hour in ,Positive
1551,generic super hero story  fails to connect emotionally with the audience  i have seen a 6 minutes short anime film named 'shelter' and it could connect with me in such a short time  however this 2hrs long movie failed to get me emotionally connected to any of the charecters  just some good looking mindless action sequences  expected more:(,Negative
1552,just odd movie  clunky acting  lazy story telling  it deep ended so hard towards the end  yes i know its a super hero movie  but soul sucking godzilla sized dragons? friend who has never shot a bow trained enough to be the only than manages to interrupt giant soul sucking dragon with one arrow? guy with 1000's of years of experience with the rings  defeated in short order by guy who has never used them? and then proceeds to know exactly how to use them? to kill giant soul sucking dragon weird movie really was ,Negative
1553,i was blown away with this movie! it reminds you of an old jackie chan movie yet still being modern enough to bring in a new audience  the acting is great  the special effects are amazing and the fight scenes     omg they are the best fight scenes i have ever scene in a movie!! and the soundtrack to go along with it is just perfect all and all this is a great addition to the mcu and i'm excited to see where they go with shang chi next in the mcu ,Positive
1554,    and that's at least the minimum you'd want from this type of action film  and that bus scene  whhooo! i also loved the mixture of languages in some scenes (i don't have a problem with subtitles)  all of the leads are well cast  as are several supporting characters  and the script is pretty tight ,Positive
1555,great action and aventure movie  easily one of the best mcu movies and that is a lot to say ,Positive
1556,shang chi and the legend of ten rings i good can help marvel's 4th phase to get better ,Positive
1557,the fight scenes would be better if they were more grounded in reality  instead of the dragon thing  you have a character who's been introduced for the first time  and you shouldn't add bunch of other elements to it 7*s for andy le <3 ,Positive
1558,"""simu liu"" really brings everything to life and embodies shang chi to complete perfection  almost as if he was born for this role  to a point where he will become marvel fans new favorite  and in my opinion  is on par with the casting likes of ""roberts downey jr"" (bold statement i know)  but along side ""simu liu"" actress ""awkwafina"" will also steal the hearts of many fans  bringing many smiles and laughs to viewers faces and becoming something so much more then just a side character  fans will route to see her more and more in the future future the actions scenes are nothing but bliss to see  perfectly choreographed fights that really capture the style and heart of martial arts  the special effects are beautiful to the eye and in the last two acts will simply blow you away and introduce you to a new world to see and new life to capture you and completely immerse you into the world of shang chi as for the story  shang chi carries alot of weight and heart  that will provide many laughs with its humor but will also pluck the strings of every ones heart  with out saying to much  shang chis story is something of a symphony with its story telling  what could of ended up being a basic story  end up being a deep  thrieving with life  story with plenty of meaning  with a broken family at its heart  each character has their story  taking their different paths back to be whole again  some fans my leave with a tear or two as a whole  marvel manages to yet again  provide us an amazing cast to embody its iconoc comic characters and bring everything and every one to life on screen  shang chi  is a consistent adventure from start to finish and provides nothing but pure mcu entertainment at its finest  and will leave fans begging for more of shang chi ",Positive
1559,i wasn't expecting much when i first heard about it  but the storyline is one of a kind and i definitely enjoyed the fight scenes ,Positive
1560,just watched the movie and i am speechless  the fight scenes were absolutely perfect and made my jaw drop  the character's were perfect and the little bit of comedy that was added made the movie even more amazing  if i could watch this movie again for the first time i would because the experience was out of this world ,Positive
1561,brought to you by the truth tellers film is great overall and in this genre at least  is one of the best all year round that has been generally lacklustre  definitely a good movie to watch as it does what it is supposed to in that it is generally a setup film for something bigger in the mcu like many of the other marvel films in the mcu  they have to start somewhere  as an origin film it does it very well and perhaps the best origin / starting film for superhero movies that is full of action  decent story that is somewhat predictable (as it is for most origin stories) though generally fresh  fun and great characters  definitely one to watch final verdict   does what it is meant to do and provides the entertainment while doing it ,Positive
1562,generally speaking  the story has nothing special to me  but still good and solid  what i really find outstanding are many of the action scenes  the action and cgi in the final act are amazing  definitely one of the best in the entire mcu i'd like to point out the soundtrack  it's really good ,Positive
1563,this movie was perfect  allot of action plus allot of comedy  this is the funniest marvel movie ever  also the storyline is pretty good  considering that this movie used to be a comic and now it's a movie it's pretty good and they did a good job on it ,Positive
1564,as a positive thing  i liked the idea of combat without using so many and sophisticated weapons ,Positive
1565,"shang chi is a movie that nobody expected  an exemplar with which we were not familiar that  not only knew how to exploit their low expectations to the maximum extent  but also developed a structured and dynamic narrative immersed in a mcu that does not leave much room for new heroes shang chi made its first appearance in steve englehart and jim starlin's ""special marvel edition # 15"" (december 1973)  a kung fu master created in the middle of the genre's boom in the us in the 1970s  shang chi is quite a quirky character played by simu liu  the protagonist is embarked on an adventure after being intercepted by ghosts from his past  full of action  martial arts and a very own and attractive aesthetic  the film unfolds without delay  the scenes are punctual and always add something new  even with a sense of humor that can get heavy on certain occasions (such as when katy makes jokes in the middle of life and death situations)  shang chi finds its essence  exploits it and ends with a gold ribbon leaving the door open for future aftermath marvel and its production team never cease to amaze me with their new films  in a difficult transition period  given the conclusion of the infinity saga and the beginning of this new phase  the studio keeps its feet on the ground and continues a coherent thread of its interconnected universe  regardless of the obvious mentions to the events of ""avengers endgame""  marvel returns to do what it does best: including thousands of references  cameos and winks that leave the geeks like me open mouthed and with the greed for more the cast is incredible  i did not know any of the actors beforehand and they all dazzled me with their distinctive personalities and professional interpretations  the studio made a great work in synthetizing the oriental culture´s mythology and beliefs  however  it is true that shang chi continues to be a westernized vision of asian cultures due to its falls into stereotypes of martial arts and frequent characterizations of the eastern world in hollywood  despite this and to my surprise  shang chi knows how to combine the best of both worlds  using humor as its best tool and taking its time to tell the story  avoiding the rush to get to the action sequences that movies of this kind have suffered
the protagonist's arc is round and fulfilling  it has cohesion and is true to its ideals from beginning to end  thus  the villain (excellently played by tony leung) only contributes to the plot and does not fall into the corner of un memorable marvel villains  we send you a greeting  fake mandarin  if it hadn't been for the blessing acting skills of rdj  no one would remember your existence furthermore  the film interprets the concept of ""grays"" very well  in a franchise that is ""infantilized"" at times  shang chi does not stutter in telling the hard truths of reality such as unsatisfactory employment  unreal family expectations  childhood trauma  the dilemma about murder  among others  heroes are not pure white  they have their shortcomings  they fight with their demons and that makes them more credible  more human with a stellar sound track  shang chi is one of marvel's most unexpected gems  it is amazing to feel and denote the love with which these films are made and the fidelity to the source materials  for example  the main character's leitmotif is a work of art and a composition that immerses us even more in the plot  kevin feige deserves all the praise  he is truly a man who knows how to sell his product very well and  at the same time  sell us something with great qualitative value after the post credits scenes  fans only crave more and rejoice in the near future for what remains of this phase  now with the recent release of the trailer for the new spiderman movie  one only has to cross out the days for its premiere and admire the attention to detail that they put into the making of the films  not only as individual creations  but as a large adjoining and a special set of films  bravo marvel postscript: i really love benedict wong  is he the ultimate man?",Positive
1566,"shang chi is a movie that nobody expected  an exemplar with which we were not familiar that  not only knew how to exploit their low expectations to the maximum extent  but also developed a structured and dynamic narrative immersed in a mcu that does not leave much room for new heroes shang chi made its first appearance in steve englehart and jim starlin's ""special marvel edition # 15"" (december 1973)  a kung fu master created in the middle of the genre's boom in the us in the 1970s  shang chi is quite a quirky character played by simu liu  the protagonist is embarked on an adventure after being intercepted by ghosts from his past  full of action  martial arts and a very own and attractive aesthetic  the film unfolds without delay  the scenes are punctual and always add something new  even with a sense of humor that can get heavy on certain occasions (such as when katy makes jokes in the middle of life and death situations)  shang chi finds its essence  exploits it and ends with a gold ribbon leaving the door open for future aftermath marvel and its production team never cease to amaze me with their new films  in a difficult transition period  given the conclusion of the infinity saga and the beginning of this new phase  the studio keeps its feet on the ground and continues a coherent thread of its interconnected universe  regardless of the obvious mentions to the events of ""avengers endgame""  marvel returns to do what it does best: including thousands of references  cameos and winks that leave the geeks like me open mouthed and with the greed for more the cast is incredible  i did not know any of the actors beforehand and they all dazzled me with their distinctive personalities and professional interpretations  the studio made a great work in synthetizing the oriental culture´s mythology and beliefs  however  it is true that shang chi continues to be a westernized vision of asian cultures due to its falls into stereotypes of martial arts and frequent characterizations of the eastern world in hollywood  despite this and to my surprise  shang chi knows how to combine the best of both worlds  using humor as its best tool and taking its time to tell the story  avoiding the rush to get to the action sequences that movies of this kind have suffered
the protagonist's arc is round and fulfilling  it has cohesion and is true to its ideals from beginning to end  thus  the villain (excellently played by tony leung) only contributes to the plot and does not fall into the corner of un memorable marvel villains  we send you a greeting  fake mandarin  if it hadn't been for the blessing acting skills of rdj  no one would remember your existence furthermore  the film interprets the concept of ""grays"" very well  in a franchise that is ""infantilized"" at times  shang chi does not stutter in telling the hard truths of reality such as unsatisfactory employment  unreal family expectations  childhood trauma  the dilemma about murder  among others  heroes are not pure white  they have their shortcomings  they fight with their demons and that makes them more credible  more human with a stellar sound track  shang chi is one of marvel's most unexpected gems  it is amazing to feel and denote the love with which these films are made and the fidelity to the source materials  for example  the main character's leitmotif is a work of art and a composition that immerses us even more in the plot  kevin feige deserves all the praise  he is truly a man who knows how to sell his product very well and  at the same time  sell us something with great qualitative value after the post credits scenes  fans only crave more and rejoice in the near future for what remains of this phase  now with the recent release of the trailer for the new spiderman movie  one only has to cross out the days for its premiere and admire the attention to detail that they put into the making of the films  not only as individual creations  but as a large adjoining and a special set of films  bravo marvel pd: i really love benedict wong  is he the ultimate man?",Positive
1567,"people voted 8 10  rly? for what? story line is primitive and the gaps filled with some martial arts  ""and the legend of the ten rings"" there was no any legend at all  just rings which give some super powers we see them in the begging of the movie and at the end  producers added ben kingsley and benedict wong to tailor shang chi to other mcu movies  but it feels so disconnected like billy bob thornton as a santa in bad santa  michelle yeoh is playing crouching tiger again  it's so sad that hollywood does not give her non kung fu roles  she has talent for sure in short  after 1hr i started to check my watch because the whole thing was so boring i just wanted it to end ",Negative
1568,this is the movie im waiting for  next level of visual effects in shang chi ,Neutral
1569,this movie is so good  its the best superhero movie of 2021  i am not a marvel fan but i watch some marvel movies like 'loki' but this movie is just in a another level sooo goood just love it ,Positive
1570,fun  solid blockbuster elevated by its sensitive treatment of culture and the migrant experience  the fight choreography was excellent  best i've seen in a while   dynamic  engaging  fresh  the soundtrack was also incredible the film takes care to depict the lives of millenial asian migrants  including all the karaoke (!) (source: i am an asian millennial migrant)strongest point of the movie is the always superb tony leung  who really brings the character of wenwu to life  one of the best   honestly  the best  marvel villain to date  my only wish was that michelle yeoh had a bit more to do on screen ,Positive
